date_start	date_stop	account_id	account_name	campaign_id	campaign_name	reach	frequency	impressions	inline_link_clicks	actions	spend	account_currency
2019-12-01	2019-12-03	261978534737202	【DAC】株式会社リクルートライフスタイル（HPBコスメ）/アイレップ	23843315519800706	CANO_アプリのインストール	1334015	1.290419	1721438	6653	[{"action_type":"landing_page_view","value":"12"},{"action_type":"app_custom_event.other","value":"931"},{"action_type":"app_custom_event.fb_mobile_activate_app","value":"2778"},{"action_type":"onsite_conversion.post_save","value":"61"},{"action_type":"app_custom_event.fb_mobile_add_payment_info","value":"1120"},{"action_type":"link_click","value":"6653"},{"action_type":"mobile_app_install","value":"1142"},{"action_type":"offsite_conversion.fb_pixel_add_to_cart","value":"85946"},{"action_type":"app_custom_event.fb_mobile_add_to_cart","value":"1907"},{"action_type":"offsite_conversion.fb_pixel_custom","value":"7074"},{"action_type":"offsite_conversion.fb_pixel_purchase","value":"260"},{"action_type":"offsite_conversion.fb_pixel_search","value":"89650"},{"action_type":"offsite_conversion.fb_pixel_view_content","value":"164273"},{"action_type":"app_custom_event.fb_mobile_add_to_wishlist","value":"3441"},{"action_type":"post_reaction","value":"428"},{"action_type":"app_custom_event.fb_mobile_complete_registration","value":"513"},{"action_type":"video_view","value":"56551"},{"action_type":"app_custom_event.fb_mobile_initiated_checkout","value":"7"},{"action_type":"post","value":"3"},{"action_type":"app_custom_event.fb_mobile_purchase","value":"1"},{"action_type":"omni_custom","value":"931"},{"action_type":"omni_activate_app","value":"2778"},{"action_type":"post_engagement","value":"63696"},{"action_type":"page_engagement","value":"63696"},{"action_type":"add_payment_info","value":"1120"},{"action_type":"omni_app_install","value":"1142"},{"action_type":"omni_add_to_cart","value":"87853"},{"action_type":"omni_purchase","value":"261"},{"action_type":"omni_search","value":"89650"},{"action_type":"omni_view_content","value":"164273"},{"action_type":"add_to_wishlist","value":"3441"},{"action_type":"omni_complete_registration","value":"513"},{"action_type":"omni_initiated_checkout","value":"7"}]	898452	"JPY"
2019-12-01	2019-12-03	261978534737202	【DAC】株式会社リクルートライフスタイル（HPBコスメ）/アイレップ	23843353452790706	※オフ※ウェブ	104896	1.010315	105978	272	[{"action_type":"landing_page_view","value":"2"},{"action_type":"onsite_conversion.post_save","value":"32"},{"action_type":"link_click","value":"272"},{"action_type":"post_reaction","value":"574"},{"action_type":"post_engagement","value":"878"},{"action_type":"page_engagement","value":"878"}]	33963	"JPY"
